0,Jksnville St,IL-Chicago,Mon Nov 14,,0,Huston-Tillotson,69,Lamar,98,20221114,NL,,,Southeastern Louisiana,0,SE Louisiana,,,Mount Marty,1,1
0,Purdue Northwest,N Illinois,Mon Nov 14,,0,Calvary,54,Kansas City,113,20221114,NL,,,Southeast Missouri State,0,SE Missouri,,,Mount Olive,1,1
0,Milligan,Austin Peay,Mon Nov 14,,0,Butler,62,Penn State,68,20221114,5.5,,,Seattle,1,Seattle,,,Multnomah,1,1
0,Butler,Penn State,Mon Nov 14,,0,Loyola (LA),62,Southern Miss,86,20221114,NL,,,Seton Hall,1,Seton Hall,,,Muskingum,1,1
0,Bethesda University,S Utah,Mon Nov 14,,0,Trinity (TX),73,Texas A&M-Corpus Christi,91,20221114,NL,,,Shorter,1,Shorter,,,Navy,1,1
0,IUPUI,Chicago St,Mon Nov 14,,0,St. Mary's (TX),59,UTSA,66,20221114,NL,,,Siena,1,Siena,,,NC State,1,1
0,Monmouth,Illinois,Mon Nov 14,,0,Texas A&M-Commerce,73,Air Force,69,20221114,10.5,,,Simon Fraser University,0,Simon Fraser,,,Nebraska,1,1
0,TX A&M-Com,Air Force,Mon Nov 14,,0,Weber State,52,Colorado State,77,20221114,8,,,SIU-Edwardsville,0,SIU Edward,,,Neumann,1,1
0,Weber State,Colorado St,Mon Nov 14,,0,Sacramento State,73,Denver,69,20221114,1.5,,,Sonoma State,1,Sonoma State,,,Nevada,1,1
0,Santa Clara,Utah State,Mon Nov 14,,0,Utah Tech,67,Washington,78,20221114,16,,,South Dakota,1,South Dakota,,,New Mexico,1,1
0,Holy Cross,Creighton,Mon Nov 14,,0,Gardner-Webb,66,UNC,72,20221115,22.5,,,Southern,1,Southern,,,New Mexico Highlands,1,1
0,Sac State,Denver,Mon Nov 14,,0,Kentucky,77,Michigan State,86,20221115,NL,,,Southern Nazarene,1,Southern Nazarene,,,New Orleans,1,1
0,Alab A&M,TN State,Mon Nov 14,,0,Duke,64,Kansas,69,20221115,NL,,,Southern-New Orleans,1,Southern-New Orleans,,,Niagara,1,1
1,Miss Val St,E Washingtn,Mon Nov 14,,0,Winthrop,65,Auburn,89,20221115,19.5,,,Southwestern (TX),0,Southwestern,,,NJIT,1,1
0,Utah Tech,Washington,Mon Nov 14,,0,San Diego State,74,Stanford,62,20221115,-4.5,,,Spalding,1,Spalding,,,North American,1,1
0,Norfolk St,UCLA,Mon Nov 14,,0,Alabama,65,South Alabama,55,20221115,-11,,,Spring Hill,1,Spring Hill,,,North Dakota,1,1
0,Yale,Hawaii,Mon Nov 14,,0,Montana State,51,Oregon,81,20221115,11,,,St. Bonaventure,0,St Bonavent,,,North Greenville,1,1
0,Grace Bible College,Youngs St,Tue Nov 15,,0,Dayton,52,UNLV,60,20221115,-4,,,St. Francis (NY),0,St Fran (NY),,,North Park,1,1
0,Stonehill,Providence,Tue Nov 15,,0,Morgan State,59,Akron,65,20221115,13.5,,,Saint Francis (PA),0,St Fran (PA),,,North Texas,1,1
0,App State,Louisville,Tue Nov 15,,0,New Hampshire,61,Fordham,79,20221115,7.5,,,St. John's (NY),0,St Johns,,,Northern New Mexico,1,1
0,Northwestern,Georgetown,Tue Nov 15,,0,Yale,62,Hawaii,59,20221115,NL,,,St. Joseph's,0,St Josephs,,,Northwest Indian College,1,1
0,Mercer,Georgia St,Tue Nov 15,,0,Central Connecticut,74,St. John's (NY),91,20221115,27.5,,,Saint Mary's,0,St Marys,,,Northwestern,1,1
0,Morgan St,Akron,Tue Nov 15,,0,Vanderbilt,89,Temple,87,20221115,3.5,,,St. Peter's,0,St Peters,,,Notre Dame,1,1
0,Lees-McRae,High Point,Tue Nov 15,,0,Rice,46,Middle Tennessee,81,20221115,9.5,,,St. Ambrose,1,St. Ambrose,,,Oakland,1,1
0,Florida A&M,Miami (FL),Tue Nov 15,,0,SIU-Edwardsville,80,Missouri,105,20221115,18,,,St. Andrews,0,St. Andrews Presbyterian,,,Oakland City,1,1
0,Binghamton,Maryland,Tue Nov 15,,0,Memphis,84,Saint Louis,90,20221115,3,,,St. Augustine's,0,St. Augustine,,,Oakwood,1,1
0,SC Upstate,Clemson,Tue Nov 15,,0,Oral Roberts,82,Texas Southern,64,20221115,-4,,,St. Francis (IL),1,St. Francis (IL),,,Occidental,1,1
0,Morehead St,W Virginia,Tue Nov 15,,0,Indianapolis,50,Western Kentucky,68,20221115,NL,,,St. John Fisher,1,St. John Fisher,,,Oglethorpe,1,1
0,Vanderbilt,Temple,Tue Nov 15,,0,William Jessup,54,Nevada,98,20221115,NL,,,Saint Joseph's Long Island,0,St. Joseph's (LI),,,Ohio,1,1
0,Colgate,Syracuse,Tue Nov 15,,0,Bushnell,66,Oregon State,83,20221115,NL,,,Saint Joseph's (ME),0,St. Joseph's (ME),,,Ohio Dominican,1,1
0,Utah Val St,Wake Forest,Tue Nov 15,,0,Grace Christian University,68,Youngstown State,96,20221115,NL,,,St. Katherine,1,St. Katherine,,,Ohio State,1,1
0,Winthrop,Auburn,Tue Nov 15,,0,Stonehill,76,Providence,100,20221115,23.5,,,Saint Martin's,0,St. Martin's,,,Oklahoma,1,1
1,Kentucky,Michigan St,Tue Nov 15,,0,Northwestern,75,Georgetown,63,20221115,-1.5,,,St. Mary's (MD),1,St. Mary's (MD),,,Oklahoma Baptist,1,1
0,Harris-Stowe State,TN Martin,Tue Nov 15,,0,Appalachian State,61,Louisville,60,20221115,6,,,St. Mary's (TX),1,St. Mary's (TX),,,Old Dominion,1,1
0,McDaniel College,Mt St Marys,Tue Nov 15,,0,Morris College,66,The Citadel,109,20221115,NL,,,St. Thomas,1,St. Thomas,,,Oral Roberts,1,1
0,James Mad,Howard,Tue Nov 15,,0,USC Upstate,70,Clemson,81,20221115,21,,,St. Thomas (FL),1,St. Thomas (FL),,,Oregon,1,1
0,Queens,La Salle,Tue Nov 15,,0,Buffalo,64,UConn,84,20221115,20.5,,,St. Thomas (TX),1,St. Thomas (TX),,,Ouachita Baptist,1,1
0,Central Conn,St Johns,Tue Nov 15,,0,Penn,64,Drexel,59,20221115,-2.5,,,Saint Vincent (PA),0,St. Vincent,,,Our Lady of the Lake,1,1
0,Buffalo,Connecticut,Tue Nov 15,,0,Mercer,83,Georgia State,85,20221115,3.5,,,Saint Xavier (IL),0,St. Xavier,,,Pacific,1,1
0,U Penn,Drexel,Tue Nov 15,,0,Lees-McRae,83,High Point,100,20221115,NL,,,Stanford,1,Stanford,,,Pacific Lutheran,1,1
0,Rice,Middle Tenn,Tue Nov 15,,0,James Madison,95,Howard,69,20221115,-12.5,,,Stephen F. Austin,0,Ste F Austin,,,Paine,1,1
0,Stony Brook,Rhode Island,Tue Nov 15,,0,Texas Lutheran,47,Incarnate Word,84,20221115,NL,,,Stetson,1,Stetson,,,Paul Quinn,1,1
0,N Hampshire,Fordham,Tue Nov 15,,0,Queens (NC),60,La Salle,72,20221115,6,,,Stonehill,1,Stonehill,,,Penn State,1,1
0,Dartmouth,Quinnipiac,Tue Nov 15,,0,Binghamton,52,Maryland,76,20221115,21,,,Stony Brook,1,Stony Brook,,,Pepperdine,1,1
0,Wash State,Prairie View,Tue Nov 15,,0,Florida A&M,61,Miami (FL),87,20221115,32,,,Sul Ross State,0,Sul Ross St.,,,Peru State,1,1
0,Bucknell,St Peters,Tue Nov 15,,0,Chattanooga,58,Ole Miss,70,20221115,10.5,,,SUNY Delhi,0,SUNY-Delhi,,,Pfeiffer,1,1
0,Bowling Grn,Wright State,Tue Nov 15,,0,McDaniel,38,Mount St. Mary's,60,20221115,NL,,,SUNY-Maritime,1,SUNY-Maritime,,,Philander Smith,1,1
0,Morris College,Citadel,Tue Nov 15,,0,Washington State,59,Prairie View,70,20221115,-11,,,SUNY-Oneonta,1,SUNY-Oneonta,,,Piedmont,1,1
0,Texas Lutheran,Incar Word,Tue Nov 15,,0,Dartmouth,72,Quinnipiac,81,20221115,9,,,Southwestern Adventist,0,SW Adventist,,,Pittsburgh-Greensburg,1,1
0,Chattanooga,Mississippi,Tue Nov 15,,0,Stony Brook,64,Rhode Island,74,20221115,11.5,,,Syracuse,1,Syracuse,,,Portland,1,1
0,Alcorn State,Ste F Austin,Tue Nov 15,,0,Bucknell,71,St. Peter's,82,20221115,2.5,,,Tarleton State,1,Tarleton State,,,Prairie View,1,1
0,Oral Roberts,TX Southern,Tue Nov 15,,0,Alcorn State,69,Stephen F. Austin,60,20221115,11,,,Temple,1,Temple,,,Presbyterian,1,1
0,Indianapolis,W Kentucky,Tue Nov 15,,0,Colgate,80,Syracuse,68,20221115,7.5,,,Tennessee,1,Tennessee,,,Princeton,1,1
0,NC-Wilmgton,Oklahoma,Tue Nov 15,,0,Harris-Stowe,53,UT-Martin,96,20221115,NL,,,Tennessee Wesleyan,1,Tennessee Wesleyan,,,Providence,1,1
0,SIU Edward,Missouri,Tue Nov 15,,0,Utah Valley,65,Wake Forest,68,20221115,12,,,Texas,1,Texas,,,Puget Sound,1,1
0,Gard-Webb,N Carolina,Tue Nov 15,,0,Morehead State,57,West Virginia,75,20221115,18.5,,,Texas A&M,1,Texas A&M,,,Purdue,1,1
0,Hardin-Simmons,TX-Arlington,Tue Nov 15,,0,Bowling Green State,71,Wright State,80,20221115,7,,,Texas Lutheran,1,Texas Lutheran,,,Purdue Northwest,1,1
0,E Michigan,Bradley,Tue Nov 15,,0,McMurry,46,Abilene Christian,104,20221115,NL,,,Texas State,1,Texas State,,,Quinnipiac,1,1
0,Pacific,North Dakota,Tue Nov 15,,0,Eastern Michigan,61,Bradley,89,20221115,6.5,,,Texas Tech,1,Texas Tech,,,Radford,1,1
1,St Bonavent,S Dakota St,Tue Nov 15,,0,Pacific,93,North Dakota,63,20221115,-6.5,,,Thomas (ME),0,Thomas College,,,Rhode Island,1,1
0,New Mexico,S Methodist,Tue Nov 15,,0,UNC Wilmington,53,Oklahoma,74,20221115,11.5,,,UT-Martin,0,TN Martin,,,Rhodes,1,1
0,McMurry,Abl Christian,Tue Nov 15,,1,St. Bonaventure,62,South Dakota State,66,20221115,7,,,Tennessee State,0,TN State,,,Rice,1,1
0,Benedictine University (AZ),N Arizona,Tue Nov 15,,0,New Mexico,84,SMU,63,20221115,3.5,,,Tennessee Tech,0,TN Tech,,,Richmond,1,1
0,Marquette,Purdue,Tue Nov 15,,0,Hardin-Simmons,59,UT Arlington,100,20221115,NL,,,Toccoa Falls,1,Toccoa Falls,,,Rider,1,1
0,Florida Intl,NC State,Tue Nov 15,,0,Florida International,74,NC State,107,20221115,15,,,Toledo,1,Toledo,,,Rockford,1,1
0,WI-Grn Bay,Wisconsin,Tue Nov 15,,0,Sul Ross State,59,UTEP,99,20221115,NL,,,Towson,1,Towson,,,Rogers State,1,1
0,Memphis,Saint Louis,Tue Nov 15,,0,Green Bay,45,Wisconsin,56,20221115,27,,,Trevecca Nazarene,1,Trevecca Nazarene,,,Rutgers,1,1
0,San Diego St,Stanford,Tue Nov 15,,0,Fairfield,65,Xavier,78,20221115,20,,,Trinity (TX),1,Trinity (TX),,,Saint Louis,1,1
0,Fairfield,Xavier,Tue Nov 15,,0,Cal State Northridge,55,California Baptist,62,20221115,13.5,,,Trinity Baptist,1,Trinity Baptist,,,Samford,1,1
0,Sul Ross St.,TX El Paso,Tue Nov 15,,0,Loyola Marymount,64,UC-Irvine,79,20221115,4.5,,,Trinity Christian,1,Trinity Christian,,,San Diego,1,1
0,Montana St,Oregon,Tue Nov 15,,0,California,62,UC-San Diego,64,20221115,-1.5,,,Troy,1,Troy,,,San Diego Christian,1,1
1,Duke,Kansas,Tue Nov 15,,0,Vanguard,80,Pepperdine,94,20221115,NL,,,Truett-McConnell,1,Truett-McConnell,,,San Francisco,1,1
0,California,UC San Diego,Tue Nov 15,,0,Alabama State,57,San Jose State,70,20221115,14.5,,,Tufts,1,Tufts,,,San Francisco State,1,1
0,William Jessup,Nevada,Tue Nov 15,,0,Vermont,57,USC,59,20221115,10,,,Tulane,1,Tulane,,,Santa Clara,1,1
0,Loyola Mymt,UC Irvine,Tue Nov 15,,0,Marquette,70,Purdue,75,20221115,8,,,Tulsa,1,Tulsa,,,Sarah Lawrence,1,1
0,Cal St Nrdge,Cal Baptist,Tue Nov 15,,0,South Carolina State,63,Kentucky,106,20221117,40,,,Tusculum,1,Tusculum,,,Schreiner,1,1
0,Alabama,S Alabama,Tue Nov 15,,0,UC-Riverside,51,Creighton,80,20221117,19,,,Texas A&M-Corpus Christi,0,TX A&M-CC,,,Seattle,1,1
0,Alabama St,San Jose St,Tue Nov 15,,0,Louisiana-Monroe,60,TCU,95,20221117,15,,,Texas A&M-Commerce,0,TX A&M-Com,,,Seton Hall,1,1
0,Vanguard,Pepperdine,Tue Nov 15,,0,Utah Tech,77,Arizona,104,20221117,28,,,TCU,0,TX Christian,,,Shorter,1,1
0,Dayton,UNLV,Tue Nov 15,,1,Michigan,62,Arizona State,87,20221117,-7.5,,,UTEP,0,TX El Paso,,,Siena,1,1
0,Vermont,USC,Tue Nov 15,,1,Merrimack,54,Troy,73,20221117,7,,,UT-Southern,0,Martin Methodist,,,Sonoma State,1,1
0,Bushnell,Oregon St,Tue Nov 15,,0,Marshall,95,Miami (OH),69,20221117,-5.5,,,UT Arlington,0,TX-Arlington,,,South Dakota,1,1
0,Ark Pine Bl,Kent State,Wed Nov 16,,0,Samford,84,Alabama A&M,64,20221117,-12,,,UTSA,0,TX-San Ant,,,Southern,1,1
0,Sacred Hrt,Mass Lowell,Wed Nov 16,,0,Northwestern State,70,Illinois State,67,20221117,6,,,UMass,0,U Mass,,,Southern Nazarene,1,1
1,Michigan,Pittsburgh,Wed Nov 16,,0,Tennessee State,44,Southern Illinois,57,20221117,14,,,Penn,0,U Penn,,,Southern-New Orleans,1,1
0,Mid-Atlantic Christian,NC Central,Wed Nov 16,,0,Sam Houston State,65,Utah,55,20221117,10,,,UAB,1,UAB,,,Spalding,1,1
0,E Illinois,Ohio State,Wed Nov 16,,1,Furman,68,Penn State,73,20221117,3,,,UC-Davis,0,UC Davis,,,Spring Hill,1,1
0,Fla Gulf Cst,Tennessee,Wed Nov 16,,1,Colorado,63,UMass,66,20221117,-6,,,UC-Irvine,0,UC Irvine,,,St. Ambrose,1,1
0,Cleveland St,Canisius,Wed Nov 16,,1,Old Dominion,71,Virginia Tech,75,20221117,14,,,UC-Merced,0,UC Merced,,,St. Francis (IL),1,1
0,Hampton,E Carolina,Wed Nov 16,,1,Murray State,88,Texas A&M,79,20221117,13,,,UC-Riverside,0,UC Riverside,,,St. John Fisher,1,1
0,Cincinnati,N Kentucky,Wed Nov 16,,1,Colorado State,85,South Carolina,53,20221117,1,,,UC-San Diego,0,UC San Diego,,,St. Katherine,1,1
0,Charl South,Tulane,Wed Nov 16,,0,Saint Francis (PA),67,Butler,95,20221117,19.5,,,UCLA,1,UCLA,,,St. Mary's (MD),1,1
0,Harvard,Northeastrn,Wed Nov 16,,0,Kansas City,53,Kansas State,69,20221117,19.5,,,UCSB,1,UCSB,,,St. Mary's (TX),1,1
0,Delaware St,Columbia,Wed Nov 16,,0,Nebraska,50,St. John's (NY),70,20221117,9,,,Union (NY),0,Union,,,St. Thomas (FL),1,1
0,Wm & Mary,American,Wed Nov 16,,0,Hartford,66,Boston University,102,20221117,16,,,UNLV,1,UNLV,,,St. Thomas (TX),1,1
0,WV Wesleyan,Rob Morris,Wed Nov 16,,0,Stony Brook,53,Brown,64,20221117,7,,,USC,1,USC,,,Stanford,1,1
0,Oakland,Toledo,Wed Nov 16,,1,Boise State,42,Charlotte,54,20221117,-5.5,,,Utah,1,Utah,,,Stetson,1,1
0,Averett,Radford,Wed Nov 16,,0,Davidson,66,College of Charleston,89,20221117,3,,,Utah State,1,Utah State,,,Stonehill,1,1
0,Ohio,Detroit,Wed Nov 16,,0,Little Rock,76,ETSU,84,20221117,11.5,,,Utah Tech,1,Utah Tech,,,Stony Brook,1,1
0,Marist,Lehigh,Wed Nov 16,,0,North Dakota,77,Elon,73,20221117,6.5,,,Utah Valley,0,Utah Val St,,,SUNY-Maritime,1,1
0,Presbyterian,UAB,Wed Nov 16,,0,Bryant,74,Florida Atlantic,85,20221117,8,,,VMI,0,VA Military,,,SUNY-Oneonta,1,1
0,Iowa,Seton Hall,Wed Nov 16,,0,North Dakota State,75,Indiana State,101,20221117,11.5,,,Virginia Tech,0,VA Tech,,,Syracuse,1,1
0,Army,Siena,Wed Nov 16,,0,Washington College,53,Loyola (MD),81,20221117,NL,,,Valley Forge,1,Valley Forge,,,Tarleton State,1,1
0,Valparaiso,Chicago St,Wed Nov 16,,0,Norfolk State,64,Monmouth,59,20221117,-9,,,Valparaiso,1,Valparaiso,,,Temple,1,1
0,Trinity Baptist,Beth-Cook,Wed Nov 16,,0,Towson,56,UNC Greensboro,53,20221117,-1.5,,,Vanderbilt,1,Vanderbilt,,,Tennessee,1,1
0,SE Missouri,Evansville,Wed Nov 16,,1,Pitt,67,VCU,71,20221117,4,,,Vanguard,1,Vanguard,,,Tennessee Wesleyan,1,1
0,S Indiana,Notre Dame,Wed Nov 16,,0,Wichita State,56,Richmond,53,20221117,4.5,,,VCU,1,VCU,,,Texas,1,1
0,TX Southern,Houston,Wed Nov 16,,0,Albany (NY),79,St. Joseph's,99,20221117,8,,,Vermont,1,Vermont,,,Texas A&M,1,1
0,S Dakota St,Arkansas,Wed Nov 16,,0,Austin Peay,62,South Florida,60,20221117,6.5,,,Villanova,1,Villanova,,,Texas Lutheran,1,1
0,Ball State,Neb Omaha,Wed Nov 16,,0,Defiance,56,Wright State,99,20221117,NL,,,Virginia,1,Virginia,,,Texas State,1,1
0,Southern,St Marys,Wed Nov 16,,0,Northern Illinois,50,Georgia Tech,68,20221117,13.5,,,Virginia State,1,Virginia State,,,Texas Tech,1,1
1,VCU,Arizona St,Wed Nov 16,,0,Louisiana Tech,88,Louisiana,94,20221117,4.5,,,Virginia Wesleyan,1,Virginia Wesleyan,,,Toccoa Falls,1,1
0,Missouri St,BYU,Wed Nov 16,,0,New Orleans,62,LSU,91,20221117,24.5,,,Virginia-Lynchburg,1,Virginia-Lynchburg,,,Toledo,1,1
0,CS Bakersfld,Idaho,Wed Nov 16,,0,LIU,58,Marquette,95,20221117,29.5,,,Voorhees,1,Voorhees,,,Towson,1,1
0,Gonzaga,Texas,Wed Nov 16,,0,Coppin State,90,Tennessee Tech,85,20221117,-4.5,,,Western Carolina,0,W Carolina,,,Trevecca Nazarene,1,1
0,San Francisco,Fresno St,Wed Nov 16,,0,Texas-Rio Grande Valley,75,Texas A&M-Corpus Christi,97,20221117,11,,,Western Illinois,0,W Illinois,,,Trinity (TX),1,1
0,Evergreen State,Portland St,Wed Nov 16,,0,Texas State,56,UTSA,61,20221117,-5,,,Western Kentucky,0,W Kentucky,,,Trinity Baptist,1,1
1,Furman,Penn State,Thu Nov 17,,0,Portland,64,Air Force,51,20221117,-3,,,Western Michigan,0,W Michigan,,,Trinity Christian,1,1
1,Colorado,U Mass,Thu Nov 17,,0,Central Michigan,60,Minnesota,68,20221117,10.5,,,West Virginia,0,W Virginia,,,Troy,1,1
1,Old Dominion,VA Tech,Thu Nov 17,,0,South Dakota,42,Mississippi State,79,20221117,15,,,Wabash,1,Wabash,,,Truett-McConnell,1,1
1,Murray St,Texas A&M,Thu Nov 17,,0,St. Thomas (MN),59,Montana,78,20221117,5.5,,,Wagner,1,Wagner,,,Tufts,1,1
1,Colorado St,S Carolina,Thu Nov 17,,0,Utah State,91,San Diego,89,20221117,-6.5,,,Wake Forest,1,Wake Forest,,,Tulane,1,1
0,UMKC,Kansas St,Thu Nov 17,,0,Hofstra,85,San Jose State,76,20221117,-3,,,Waldorf,1,Waldorf,,,Tulsa,1,1
0,Nebraska,St Johns,Thu Nov 17,,1,Loyola (IL),66,Tulsa,85,20221117,-7.5,,,Walla Walla,1,Walla Walla,,,Tusculum,1,1
0,St Fran (PA),Butler,Thu Nov 17,,0,California Baptist,73,Washington,64,20221117,8,,,Warner Pacific,1,Warner Pacific,,,UAB,1,1
0,Norfolk St,Monmouth,Thu Nov 17,,0,Virginia,86,Baylor,79,20221118,NL,,,Warren Wilson,1,Warren Wilson,,,UCLA,1,1
0,AR Lit Rock,E Tenn St,Thu Nov 17,,0,Southern Utah,76,Kansas,82,20221118,21.5,,,Wartburg,1,Wartburg,,,UCSB,1,1
1,Merrimack,Troy,Thu Nov 17,,0,Delaware,58,Duke,92,20221118,24,,,Washington State,0,Wash State,,,UNLV,1,1
1,Boise State,Charlotte,Thu Nov 17,,0,Illinois,79,UCLA,70,20221118,NL,,,Washington,1,Washington,,,USC,1,1
0,Davidson,Col Charlestn,Thu Nov 17,,0,Indiana,81,Xavier,79,20221118,-2,,,Washington College,1,Washington College,,,Utah,1,1
0,Austin Peay,S Florida,Thu Nov 17,,0,Texas Southern,56,Auburn,72,20221118,24.5,,,Wayne State (MI),1,Wayne State (MI),,,Utah State,1,1
0,Albany,St Josephs,Thu Nov 17,,0,Jacksonville State,62,Alabama,104,20221118,21.5,,,Webber,1,Webber,,,Utah Tech,1,1
0,Stony Brook,Brown,Thu Nov 17,,1,Colorado,103,Texas A&M,75,20221118,6,,,Weber State,1,Weber State,,,Valley Forge,1,1
0,Bryant,Fla Atlantic,Thu Nov 17,,0,UNC Wilmington,50,UConn,86,20221118,18,,,Wells,0,Wells College,,,Valparaiso,1,1
0,Towson,NC-Grnsboro,Thu Nov 17,,0,Fairleigh Dickinson,78,SIU-Edwardsville,79,20221118,-4.5,,,West Coast Baptist,1,West Coast Baptist,,,Vanderbilt,1,1
0,N Dakota St,Indiana St,Thu Nov 17,,0,Florida,76,Florida State,67,20221118,-7.5,,,Westcliff,1,Westcliff,,,Vanguard,1,1
0,S Car State,Kentucky,Thu Nov 17,,0,Bucknell,61,Georgia,65,20221118,12.5,,,Western New England,1,Western New England,,,VCU,1,1
0,Defiance,Wright State,Thu Nov 17,,0,Western Carolina,88,McNeese State,69,20221118,1,,,Western New Mexico,1,Western New Mexico,,,Vermont,1,1
0,Wichita St,Richmond,Thu Nov 17,,0,North Alabama,68,Mississippi Valley State,76,20221118,-10,,,Western Oregon,1,Western Oregon,,,Villanova,1,1
0,Hartford,Boston U,Thu Nov 17,,0,Georgia Southern,71,Rice,88,20221118,5.5,,,Western Colorado,0,Western State Colorado,,,Virginia,1,1
0,Marshall,Miami (OH),Thu Nov 17,,0,Warner Pacific,64,Montana State,106,20221118,NL,,,Westmont,1,Westmont,,,Virginia State,1,1
0,Washington College,Loyola-MD,Thu Nov 17,,0,Cal State Fullerton,94,Pacific,91,20221118,3.5,,,Whittier,1,Whittier,,,Virginia Wesleyan,1,1
1,Pittsburgh,VCU,Thu Nov 17,,1,Rider,68,Stetson,78,20221118,-2.5,,,Green Bay,0,WI-Grn Bay,,,Virginia-Lynchburg,1,1
0,Texas State,TX-San Ant,Thu Nov 17,,0,Central Arkansas,64,Niagara,73,20221118,NL,,,Wichita State,0,Wichita St,,,Voorhees,1,1
0,Samford,Alab A&M,Thu Nov 17,,1,Queens (NC),81,Green Bay,65,20221118,-7.5,,,Wiley,1,Wiley,,,Wabash,1,1
0,North Dakota,Elon,Thu Nov 17,,1,Penn State,59,Virginia Tech,61,20221118,2.5,,,William Carey,1,William Carey,,,Wagner,1,1
0,NW State,Illinois St,Thu Nov 17,,1,Buffalo,72,Drake,80,20221118,13.5,,,William Jessup,1,William Jessup,,,Wake Forest,1,1
0,TX-Pan Am,TX A&M-CC,Thu Nov 17,,1,La Salle,63,Wake Forest,75,20221118,7.5,,,William Peace,1,William Peace,,,Waldorf,1,1
0,New Orleans,LSU,Thu Nov 17,,0,Lafayette,63,UMBC,71,20221118,1,,,William Woods,1,William Woods,,,Walla Walla,1,1
0,LA Monroe,TX Christian,Thu Nov 17,,1,UMass,71,Murray State,69,20221118,-2.5,,,Wilmington (DE),1,Wilmington (DE),,,Warner Pacific,1,1
0,N Illinois,GA Tech,Thu Nov 17,,1,Furman,77,Old Dominion,82,20221118,-8.5,,,Winthrop,1,Winthrop,,,Warren Wilson,1,1
0,TN State,S Illinois,Thu Nov 17,,0,UC-Merced,43,Sacramento State,58,20221118,NL,,,Wisconsin,1,Wisconsin,,,Wartburg,1,1
0,LA Tech,LA Lafayette,Thu Nov 17,,1,Howard,71,Wyoming,78,20221118,13.5,,,Wisconsin-Parkside,1,Wisconsin-Parkside,,,Washington,1,1
0,LIU,Marquette,Thu Nov 17,,0,Southeastern Louisiana,68,Kennesaw State,72,20221118,19.5,,,Wisconsin-Stout,1,Wisconsin-Stout,,,Washington College,1,1
0,UC Riverside,Creighton,Thu Nov 17,,0,Lamar,73,Lindenwood,71,20221118,NL,,,William & Mary,0,Wm & Mary,,,Wayne State (MI),1,1
0,Coppin State,TN Tech,Thu Nov 17,,0,Albertus Magnus,68,Quinnipiac,86,20221118,NL,,,Wofford,1,Wofford,,,Webber,1,1
0,Portland,Air Force,Thu Nov 17,,1,Tarleton State,89,Belmont,81,20221118,4,,,Wright State,1,Wright State,,,Weber State,1,1
0,Utah Tech,Arizona,Thu Nov 17,,0,Colorado State,64,College of Charleston,74,20221118,-1,,,Wyoming,1,Wyoming,,,West Coast Baptist,1,1
0,Central Mich,Minnesota,Thu Nov 17,,0,VMI,58,Longwood,90,20221118,13.5,,,Xavier,1,Xavier,,,Westcliff,1,1
0,South Dakota,Miss State,Thu Nov 17,,0,Temple,72,Rutgers,66,20221118,NL,,,Yale,1,Yale,,,Western New England,1,1
0,Sam Hous St,Utah,Thu Nov 17,,0,Colgate,80,Duquesne,85,20221118,NL,,,Youngstown State,0,Youngs St,,,Western New Mexico,1,1
1,Michigan,Arizona St,Thu Nov 17,,0,Arcadia,45,Drexel,85,20221118,NL,,,,,,,,Western Oregon,1,1
0,St. Thomas,Montana,Thu Nov 17,,0,Eastern Kentucky,62,Georgia State,61,20221118,5,,,,,,,,Westmont,1,1
1,Loyola-Chi,Tulsa,Thu Nov 17,,0,Campbell,63,Appalachian State,58,20221118,4,,,,,,,,Whittier,1,1
0,Hofstra,San Jose St,Thu Nov 17,,0,Bellarmine,66,Clemson,76,20221118,11.5,,,,,,,,Wiley,1,1
0,Utah State,San Diego,Thu Nov 17,,0,Arkansas-Pine Bluff,58,Cleveland State,67,20221118,9.5,,,,,,,,William Carey,1,1
0,Cal Baptist,Washington,Thu Nov 17,,0,Ithaca,61,Cornell,83,20221118,NL,,,,,,,,William Jessup,1,1
1,Rider,Stetson,Fri Nov 18,,1,South Carolina,60,Davidson,69,20221118,2,,,,,,,,William Peace,1,1
1,Central Ark,Niagara,Fri Nov 18,,0,Maryland-Eastern Shore,64,George Washington,69,20221118,11.5,,,,,,,,William Woods,1,1
1,WI-Grn Bay,Queens,Fri Nov 18,,0,Vermont,50,Iona,71,20221118,NL,,,,,,,,Wilmington (DE),1,1
1,Penn State,VA Tech,Fri Nov 18,,0,Southern Miss,76,Liberty,72,20221118,11.5,,,,,,,,Winthrop,1,1
1,Colorado,Texas A&M,Fri Nov 18,,0,Columbia,70,Maine,93,20221118,5,,,,,,,,Wisconsin,1,1
1,Buffalo,Drake,Fri Nov 18,,0,Mount Saint Vincent,39,Manhattan,86,20221118,NL,,,,,,,,Wisconsin-Parkside,1,1
1,La Salle,Wake Forest,Fri Nov 18,,0,UT-Martin,68,Ole Miss,72,20221118,19.5,,,,,,,,Wisconsin-Stout,1,1
0,Lafayette,Maryland BC,Fri Nov 18,,0,UC-San Diego,69,Navy,78,20221118,5.5,,,,,,,,Wofford,1,1
1,Furman,Old Dominion,Fri Nov 18,,0,Lipscomb,65,Notre Dame,66,20221118,12.5,,,,,,,,Wright State,1,1
1,U Mass,Murray St,Fri Nov 18,,0,UCF,60,Oklahoma State,56,20221118,NL,,,,,,,,Wyoming,1,1
